costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,cusip,cik,exchg,fyr,at
A,USD,STD,BANK,C,ANZGY,2019-09-30,015889,ANZ GROUP HOLDINGS LIMITED,03736N104,0001947559,19,9,661767.1150
A,USD,STD,BANK,C,HARL,2019-09-30,016957,HARLEYSVILLE FINANCIAL CORP,41284E100,0001107160,19,9,779.2560
A,USD,STD,BANK,C,WAFD,2019-09-30,017145,WAFD INC,938824109,0000936528,14,9,16474.9100
A,USD,STD,BANK,C,WBBW,2019-09-30,017707,WESTBURY BANCORP INC,95727P106,0001553326,19,9,855.6240
A,USD,STD,BANK,C,NASB,2019-09-30,019124,NASB FINANCIAL INC,628968109,0001059131,19,9,2605.2250
A,USD,STD,BANK,C,CASH,2019-09-30,028866,PATHWARD FINANCIAL INC,59100U108,0000907471,14,9,6182.8900
A,USD,STD,BANK,C,TSBK,2019-09-30,066286,TIMBERLAND BANCORP INC,887098101,0001046050,14,9,1247.1320
A,USD,STD,BANK,C,GOVB,2019-09-30,119154,GOUVERNEUR BANCORP INC,38358M109,0001978811,19,9,125.2680
A,USD,STD,BANK,C,CFFN,2019-09-30,119414,CAPITOL FEDERAL FINL INC,14057J101,0001490906,14,9,9340.0180
A,USD,STD,BANK,C,MGYR,2019-09-30,165465,MAGYAR BANCORP INC,55977T208,0001337068,14,9,630.3280
A,USD,STD,BANK,C,TFSL,2019-09-30,176766,TFS FINANCIAL CORP,87240R107,0001381668,14,9,14542.3560
A,USD,STD,BANK,C,BPOP,2019-12-31,002002,POPULAR INC,733174700,0000763901,14,12,52115.3240
A,USD,STD,BANK,C,BOH,2019-12-31,002005,BANK OF HAWAII CORP,062540109,0000046195,11,12,18095.4960
A,USD,STD,BANK,C,BNY,2019-12-31,002019,BANK OF NEW YORK MELLON CORP,064058100,0001390777,11,12,381508.0000
A,USD,STD,BANK,C,0176A,2019-12-31,002620,MUFG AMERICAS HOLDINGS CORP,62299A008,0001011659,0,12,170810.0000
A,USD,STD,BANK,C,JPM,2019-12-31,002968,JPMORGAN CHASE & CO,46625H100,0000019617,11,12,2687379.0000
A,USD,STD,BANK,C,CMA,2019-12-31,003231,COMERICA INC,200340107,0000028412,11,12,73402.0000
A,USD,STD,BANK,C,CBSH,2019-12-31,003238,COMMERCE BANCSHARES INC,200525103,0000022356,14,12,26065.7890
A,USD,STD,BANK,C,CFR,2019-12-31,003643,CULLEN/FROST BANKERS INC,229899109,0000039263,11,12,34027.4280
A,USD,STD,BANK,C,FITB,2019-12-31,004640,FIFTH THIRD BANCORP,316773100,0000035527,11,12,169369.0000
A,USD,STD,BANK,C,RF,2019-12-31,004674,REGIONS FINANCIAL CORP,7591EP100,0001281761,11,12,126240.0000
A,USD,STD,BANK,C,TRMK,2019-12-31,004685,TRUSTMARK CORP,898402102,0000036146,14,12,13497.8770
A,USD,STD,BANK,C,FCNCA,2019-12-31,004690,FIRST CITIZENS BANCSH  -CL A,31946M103,0000798941,14,12,39824.4960
A,USD,STD,BANK,C,MTB,2019-12-31,004699,M&T BANK CORP,55261F104,0000036270,11,12,119872.7570
A,USD,STD,BANK,C,USB,2019-12-31,004723,US BANCORP,902973304,0000036104,11,12,495426.0000
A,USD,STD,BANK,C,FHN,2019-12-31,004737,FIRST HORIZON CORP,320517105,0000036966,11,12,43310.9000
A,USD,STD,BANK,C,HBAN,2019-12-31,005786,HUNTINGTON BANCSHARES,446150104,0000049196,14,12,109002.0000
A,USD,STD,BANK,C,BAC,2019-12-31,007647,BANK OF AMERICA CORP,060505104,0000070858,11,12,2434079.0000
A,USD,STD,BANK,C,NTRS,2019-12-31,007982,NORTHERN TRUST CORP,665859104,0000073124,14,12,136828.4000
A,USD,STD,BANK,C,WFC,2019-12-31,008007,WELLS FARGO & CO,949746101,0000072971,11,12,1927555.0000
A,USD,STD,BANK,C,PNC,2019-12-31,008245,PNC FINANCIAL SVCS GROUP INC,693475105,0000713676,11,12,410295.0000
A,USD,STD,BANK,C,HBC2,2019-12-31,009061,HSBC USA INC,40499Y000,0000083246,0,12,175375.0000
A,USD,STD,BANK,C,KEY,2019-12-31,009783,KEYCORP,493267108,0000091576,11,12,144988.0000
A,USD,STD,BANK,C,STT,2019-12-31,010035,STATE STREET CORP,857477103,0000093751,11,12,245610.0000
A,USD,STD,BANK,C,UMBF,2019-12-31,010916,UMB FINANCIAL CORP,902788108,0000101382,14,12,26561.3550
A,USD,STD,BANK,C,ZION,2019-12-31,011687,ZIONS BANCORPORATION NA,989701107,0000109380,14,12,69172.0000
A,USD,STD,BANK,C,ASB,2019-12-31,011842,ASSOCIATED BANC-CORP,045487105,0000007789,11,12,32386.4780
A,USD,STD,BANK,C,TFC,2019-12-31,011856,TRUIST FINANCIAL CORP,89832Q109,0000092230,11,12,473078.0000
A,USD,STD,BANK,C,VLY,2019-12-31,011861,VALLEY NATIONAL BANCORP,919794107,0000714310,14,12,37436.0200
A,USD,STD,BANK,C,RBB,2019-12-31,012035,RBB BANCORP,74930B105,0001499422,14,12,2788.5350
A,USD,STD,BANK,C,BCS,2019-12-31,012673,BARCLAYS PLC,06738E204,0000312069,11,12,1510119.2880
A,USD,STD,BANK,C,SAN,2019-12-31,014140,BANCO SANTANDER SA,05964H105,0000891478,11,12,1708741.9560
A,USD,STD,BANK,C,FULT,2019-12-31,014172,FULTON FINANCIAL CORP,360271100,0000700564,14,12,21886.0400
A,USD,STD,BANK,C,WABC,2019-12-31,014253,WESTAMERICA BANCORPORATION,957090103,0000311094,14,12,5619.5550
A,USD,STD,BANK,C,MCBK,2019-12-31,015149,MADISON COUNTY FINANCIAL INC,556777100,0001547635,19,12,429.4630
A,USD,STD,BANK,C,BBVA,2019-12-31,015181,BANCO BILBAO VIZCAYA ARGENTA,05946K101,0000842180,11,12,784057.8170
A,USD,STD,BANK,C,SRCE,2019-12-31,015199,1ST SOURCE CORP,336901103,0000034782,14,12,6622.7760
A,USD,STD,BANK,C,HSBC,2019-12-31,015509,HSBC HLDGS PLC,404280406,0001089113,11,12,2715152.0000
A,USD,STD,BANK,C,BNPQY,2019-12-31,015532,BNP PARIBAS,05565A202,0000310732,19,12,2429203.4360
A,USD,STD,BANK,C,DNKEY,2019-12-31,015552,DANSKE BANK AS,236363206,0000800177,19,12,564824.9360
A,USD,STD,BANK,C,DB,2019-12-31,015576,DEUTSCHE BANK AG,D18190898,0001159508,11,12,1456227.2870
A,USD,STD,BANK,C,NWG,2019-12-31,015634,NATWEST GROUP PLC,639057207,0000844150,11,12,957592.8520
A,USD,STD,BANK,C,UOVEY,2019-12-31,015679,UNITED OVERSEAS BANK LTD,911271302,0000867530,19,12,300678.5640
A,USD,STD,BANK,C,DBSDY,2019-12-31,015743,DBS GROUP HOLDINGS LTD,23304Y100,0000882617,19,12,430447.4740
A,USD,STD,BANK,C,SCGLY,2019-12-31,015784,SOCIETE GENERALE GROUP,83364L109,0000906433,19,12,1522019.7350
A,USD,STD,BANK,C,LYG,2019-12-31,015929,LLOYDS BANKING GROUP PLC,539439109,0001160106,11,12,1104407.8890
A,USD,STD,BANK,C,SABK,2019-12-31,016271,SOUTH ATLANTIC BANCSHARES,83636T104,0001405292,19,12,718.4020
A,USD,STD,BANK,C,AGRPY,2019-12-31,016305,ABSA GROUP LTD,00400T102,0001064772,19,12,99657.2350
A,USD,STD,BANK,C,ISNPY,2019-12-31,016348,INTESA SANPAOLO SPA,46115H107,0001374384,19,12,915815.5300
A,USD,STD,BANK,C,SFBS,2019-12-31,016549,SERVISFIRST BANCSHARES INC,81768T108,0001430723,11,12,8947.6530
A,USD,STD,BANK,C,AROW,2019-12-31,016668,ARROW FINANCIAL CORP,042744102,0000717538,14,12,3184.2750
A,USD,STD,BANK,C,CPF,2019-12-31,016705,CENTRAL PACIFIC FINANCIAL CP,154760409,0000701347,11,12,6012.6720
A,USD,STD,BANK,C,FBNC,2019-12-31,016777,FIRST BANCORP/NC,318910106,0000811589,14,12,6143.6390
A,USD,STD,BANK,C,CHCO,2019-12-31,016781,CITY HOLDING CO,177835105,0000726854,14,12,5018.7560
A,USD,STD,BANK,C,CBU,2019-12-31,016790,COMMUNITY FINANCIAL SYST INC,203607106,0000723188,11,12,11410.2950
A,USD,STD,BANK,C,FBP,2019-12-31,016821,FIRST BANCORP P R,318672706,0001057706,11,12,12611.2660
A,USD,STD,BANK,C,PCLB,2019-12-31,016829,PINNACLE BANCSHARES,722903101,0001022243,19,12,
A,USD,STD,BANK,C,GBCI,2019-12-31,016832,GLACIER BANCORP INC,37637Q105,0000868671,11,12,13683.9990
A,USD,STD,BANK,C,FRME,2019-12-31,016845,FIRST MERCHANTS CORP,320817109,0000712534,14,12,12457.2540
A,USD,STD,BANK,C,INDB,2019-12-31,016889,INDEPENDENT BANK CORP/MA,453836108,0000776901,14,12,11395.1650
A,USD,STD,BANK,C,IBCP,2019-12-31,016890,INDEPENDENT BANK CORP/MI,453838609,0000039311,14,12,3564.6940
A,USD,STD,BANK,C,HIFS,2019-12-31,016967,HINGHAM INSTN FOR SAVINGS,433323102,0002044671,14,12,2590.3460
A,USD,STD,BANK,C,OFG,2019-12-31,016981,OFG BANCORP,67103X102,0001030469,11,12,9297.6610
A,USD,STD,BANK,C,PEBK,2019-12-31,016989,PEOPLES BANCORP NC INC,710577107,0001093672,14,12,1154.8820
A,USD,STD,BANK,C,ONB,2019-12-31,017095,OLD NATIONAL BANCORP,680033107,0000707179,14,12,20411.6670
A,USD,STD,BANK,C,PEBO,2019-12-31,017106,PEOPLES BANCORP INC/OH,709789101,0000318300,14,12,4354.1650
A,USD,STD,BANK,C,STD2,2019-12-31,017130,SANTANDER HOLDINGS USA INC,80299Z005,0000811830,0,12,149499.4770
A,USD,STD,BANK,C,WSFS,2019-12-31,017132,WSFS FINANCIAL CORP,929328102,0000828944,14,12,12256.3020
A,USD,STD,BANK,C,WBS,2019-12-31,017150,WEBSTER FINANCIAL CORP,947890109,0000801337,11,12,30389.3440
A,USD,STD,BANK,C,WSBC,2019-12-31,017151,WESBANCO INC,950810101,0000203596,14,12,15720.1120
A,USD,STD,BANK,C,ACNB,2019-12-31,017173,ACNB CORP,000868109,0000715579,14,12,1720.2530
A,USD,STD,BANK,C,SBCF,2019-12-31,017184,SEACOAST BANKING CORP/FL,811707801,0000730708,14,12,7108.5110
A,USD,STD,BANK,C,FFBC,2019-12-31,017195,FIRST FINL BANCORP INC/OH,320209109,0000708955,14,12,14511.6250
A,USD,STD,BANK,C,ADKT,2019-12-31,017222,ADIRONDACK TRUST CO,007014103,0001054257,19,12,1237.4610
A,USD,STD,BANK,C,TMP,2019-12-31,017240,TOMPKINS FINANCIAL CORP,890110109,0001005817,12,12,6725.6230
A,USD,STD,BANK,C,TRST,2019-12-31,017245,TRUSTCO BANK CORP/NY,898349204,0000357301,14,12,5221.3220
A,USD,STD,BANK,C,UBSI,2019-12-31,017248,UNITED BANKSHARES INC/WV,909907107,0000729986,14,12,19662.3240
A,USD,STD,BANK,C,ASRV,2019-12-31,017269,AMERISERV FINANCIAL INC/PA,03074A102,0000707605,14,12,1171.1840
A,USD,STD,BANK,C,CCNE,2019-12-31,017534,CNB FINANCIAL CORP/PA,126128107,0000736772,14,12,3763.6590
A,USD,STD,BANK,C,BHRB,2019-12-31,017602,BURKE HERBERT FINL SRVS CORP,12135Y108,0001964333,14,12,2865.9390
A,USD,STD,BANK,C,BKSC,2019-12-31,017641,BANK SOUTH CAROLINA CORP,065066102,0001007273,19,12,445.0130
A,USD,STD,BANK,C,CCFN,2019-12-31,017659,MUNCY COLUMBIA FINANCIA CORP,124880105,0000731122,19,12,742.6910
A,USD,STD,BANK,C,CNOB,2019-12-31,017724,CONNECTONE BANCORP INC,20786W107,0000712771,14,12,6174.0320
A,USD,STD,BANK,C,CNAF,2019-12-31,017795,COMMERCIAL NATL FINL CP/PA,202217105,0000866054,19,12,419.5740
A,USD,STD,BANK,C,NIC,2019-12-31,017875,NICOLET BANKSHARES INC,65406E102,0001174850,11,12,3577.2600
A,USD,STD,BANK,C,CHMG,2019-12-31,017877,CHEMUNG FINANCIAL CORP,164024101,0000763563,14,12,1787.8270
A,USD,STD,BANK,C,ENBP,2019-12-31,018008,ENB FINANCIAL CORP,26874L101,0001437479,19,12,1171.7500
A,USD,STD,BANK,C,EXSR,2019-12-31,018035,EXCHANGE BK SANTA ROSA CALIF,301227203,,19,12,2673.1180
A,USD,STD,BANK,C,CZNC,2019-12-31,018037,CITIZENS & NORTHERN CORP,172922106,0000810958,14,12,1654.1450
A,USD,STD,BANK,C,FRBKQ,2019-12-31,018040,REPUBLIC FIRST BANCORP INC,760416107,0000834285,19,12,3341.2900
A,USD,STD,BANK,C,FNB,2019-12-31,018049,F N B CORP/FL,302520101,0000037808,11,12,34615.0000
A,USD,STD,BANK,C,FMBL,2019-12-31,018094,FARMERS & MERCHANTS BANK/CA,308243104,,19,12,7605.5690
A,USD,STD,BANK,C,FDBC,2019-12-31,018182,FIDELITY D & D BANCORP INC,31609R100,0001098151,14,12,1009.9270
A,USD,STD,BANK,C,FBAK,2019-12-31,018195,FIRST NATIONAL BANK ALASKA,32112J106,0000838874,19,12,3808.2540
A,USD,STD,BANK,C,FCF,2019-12-31,018241,FIRST COMMONWLTH FINL CP/PA,319829107,0000712537,11,12,8308.7730
A,USD,STD,BANK,C,FVCB,2019-12-31,018264,FVCBANKCORP INC,36120Q101,0001675644,14,12,1537.2950
A,USD,STD,BANK,C,CSHX,2019-12-31,018275,CASHMERE VALLEY BANK,14756K102,,19,12,1651.4990
A,USD,STD,BANK,C,THFF,2019-12-31,018276,FIRST FINANCIAL CORP,320218100,0000714562,14,12,4023.2500
A,USD,STD,BANK,C,FKYS,2019-12-31,018301,FIRST KEYSTONE CORP,320654205,0000737875,19,12,1007.2260
A,USD,STD,BANK,C,BUSE,2019-12-31,018329,FIRST BUSEY CORP,319383204,0000314489,14,12,9695.7290
A,USD,STD,BANK,C,FUNC,2019-12-31,018358,FIRST UNITED CORP,33741H107,0000763907,14,12,1442.0270
A,USD,STD,BANK,C,FRAF,2019-12-31,018385,FRANKLIN FINANCIAL SVCS CORP,353525108,0000723646,14,12,1269.1570
A,USD,STD,BANK,C,ALRS,2019-12-31,018434,ALERUS FINANCIAL CORP,01446U103,0000903419,14,12,2356.8780
A,USD,STD,BANK,C,HONT,2019-12-31,018524,HONAT BANCORP INC,438115107,,19,12,705.8040
A,USD,STD,BANK,C,HBNC,2019-12-31,018533,HORIZON BANCORP INC,440407104,0000706129,14,12,5246.8290
A,USD,STD,BANK,C,CBFV,2019-12-31,018695,CB FINANCIAL SERVICES INC,12479G101,0001605301,14,12,1321.5370
A,USD,STD,BANK,C,LKFN,2019-12-31,018732,LAKELAND FINANCIAL CORP,511656100,0000721994,14,12,4946.7450
A,USD,STD,BANK,C,MFBP,2019-12-31,018946,M&F BANCORP INC,552507105,0001094738,19,12,265.4820
A,USD,STD,BANK,C,MCHB,2019-12-31,018948,MECHANICS BANCORP,43785V102,0001518715,14,12,17207.2380
A,USD,STD,BANK,C,NACB,2019-12-31,019023,NATIONAL CAP BANCORP INC,63518P107,,19,12,523.3120
A,USD,STD,BANK,C,NEFB,2019-12-31,019067,NEFFS BANCORP INC/PA,640098109,0000797838,19,12,376.1420
A,USD,STD,BANK,C,NBTB,2019-12-31,019094,N B T BANCORP INC,628778102,0000790359,14,12,9715.9250
A,USD,STD,BANK,C,OVBC,2019-12-31,019137,OHIO VALLEY BANC CORP,677719106,0000894671,14,12,1013.2720
A,USD,STD,BANK,C,OSBC,2019-12-31,019150,OLD SECOND BANCORP INC/IL,680277100,0000357173,14,12,2635.5450
A,USD,STD,BANK,C,CTBI,2019-12-31,019262,COMMUNITY TRUST BANCORP INC,204149108,0000350852,14,12,4366.0030
A,USD,STD,BANK,C,PRK,2019-12-31,019318,PARK NATIONAL CORP,700658107,0000805676,12,12,8558.3770
A,USD,STD,BANK,C,SFNC,2019-12-31,019355,SIMMONS FIRST NATL CP  -CL A,828730200,0000090498,14,12,21259.1430
A,USD,STD,BANK,C,SOME,2019-12-31,019366,SOMERSET TRUST HOLDING CO,835126103,0001108824,19,12,1335.8500
A,USD,STD,BANK,C,GSBC,2019-12-31,019428,GREAT SOUTHERN BANCORP,390905107,0000854560,14,12,5015.0720
A,USD,STD,BANK,C,STBA,2019-12-31,019570,S & T BANCORP INC,783859101,0000719220,14,12,8764.6490
A,USD,STD,BANK,C,AUB,2019-12-31,019713,ATLANTIC UNION BANKSHRS CRP,04911A107,0000883948,11,12,17562.9900
A,USD,STD,BANK,C,UVSP,2019-12-31,019817,UNIVEST FINANCIAL CORP,915271100,0000102212,14,12,5380.9240
A,USD,STD,BANK,C,WTBFA,2019-12-31,019860,W T B FINANCIAL CORP,929334100,,19,12,7164.6640
A,USD,STD,BANK,C,WASH,2019-12-31,019873,WASHINGTON TR BANCORP INC,940610108,0000737468,14,12,5292.6590
A,USD,STD,BANK,C,CVBF,2019-12-31,020019,CVB FINANCIAL CORP,126600105,0000354647,14,12,11282.4500
A,USD,STD,BANK,C,CCBG,2019-12-31,020109,CAPITAL CITY BK GROUP INC,139674105,0000726601,14,12,3088.9530
A,USD,STD,BANK,C,OPB,2019-12-31,020277,OPUS BANK,684000102,0001697463,14,12,7992.4000
A,USD,STD,BANK,C,LOB,2019-12-31,020299,LIVE OAK BANCSHARES INC,53803X105,0001462120,11,12,4814.9700
A,USD,STD,BANK,C,ISTR,2019-12-31,020628,INVESTAR HOLDING CORP,46134L105,0001602658,14,12,2148.9160
A,USD,STD,BANK,C,MFGI,2019-12-31,021191,MERCHANTS FINANCIAL GROUP,588538108,0001394374,19,12,2112.6940
A,USD,STD,BANK,C,MBKL,2019-12-31,021194,MBT BANCSHARES INC,55281E103,0001898458,19,12,394.4910
A,USD,STD,BANK,C,STD1,2019-12-31,021382,SANTANDER UK PLC,05964H006,0001087711,0,12,373086.1290
A,USD,STD,BANK,C,UNIB,2019-12-31,021423,UNIVERSITY BANCORP INC,914090105,0000811211,19,12,361.9570
A,USD,STD,BANK,C,CZFS,2019-12-31,021521,CITIZENS FINANCIAL SVCS INC,174615104,0000739421,14,12,1466.3390
A,USD,STD,BANK,C,CMTV,2019-12-31,021525,COMMUNITY BANCORP INC/VT,20343A101,0000718413,14,12,737.9550
A,USD,STD,BANK,C,CIVB,2019-12-31,021593,CIVISTA BANCSHARES INC,178867107,0000944745,14,12,2309.5570
A,USD,STD,BANK,C,RCBC,2019-12-31,021752,RIVER CITY BANK/CA,76803X106,,14,12,2544.6970
A,USD,STD,BANK,C,TFIN,2019-12-31,021815,TRIUMPH FINANCIAL INC,89679E300,0001539638,11,12,5060.2970
A,USD,STD,BANK,C,CFG,2019-12-31,021825,CITIZENS FINANCIAL GROUP INC,174610105,0000759944,11,12,165733.0000
A,USD,STD,BANK,C,IBOC,2019-12-31,022086,INTL BANCSHARES CORP,459044103,0000315709,14,12,12112.8940
A,USD,STD,BANK,C,ICBK,2019-12-31,022201,COUNTY BANCORP INC,221907108,0001470205,14,12,1378.7790
A,USD,STD,BANK,C,CYFL,2019-12-31,022267,CENTURY FINANCIAL CORP,15652L102,0000820414,19,12,322.0900
A,USD,STD,BANK,C,SYBT,2019-12-31,022717,STOCK YARDS BANCORP INC,861025104,0000835324,14,12,3724.1970
A,USD,STD,BANK,C,FNWB,2019-12-31,022975,FIRST NORTHWEST BANCRP,335834107,0001556727,14,12,1307.3360
A,USD,STD,BANK,C,QNBC,2019-12-31,023357,QNB CORP,74726N107,0000750558,19,12,1225.0230
A,USD,STD,BANK,C,NRIM,2019-12-31,023450,NORTHRIM BANCORP INC,666762109,0001163370,14,12,1643.9960
A,USD,STD,BANK,C,CATY,2019-12-31,023500,CATHAY GENERAL BANCORP,149150104,0000861842,14,12,18094.1440
A,USD,STD,BANK,C,DBIN,2019-12-31,023547,DACOTAH BANKS INC,233422104,,19,12,2701.2930
A,USD,STD,BANK,C,BBBK,2019-12-31,023554,BAKER BOYER BANCORP,057124109,,19,12,608.0640
A,USD,STD,BANK,C,HWC,2019-12-31,024232,HANCOCK WHITNEY CORP,410120109,0000750577,14,12,30600.7570
A,USD,STD,BANK,C,BOKF,2019-12-31,024447,BOK FINANCIAL CORP,05561Q201,0000875357,14,12,42172.0210
A,USD,STD,BANK,C,SWDBY,2019-12-31,024578,SWEDBANK AB,870195104,0001699973,19,12,257785.9970
A,USD,STD,BANK,C,RNST,2019-12-31,025173,RENASANT CORP,75970E107,0000715072,11,12,13400.6180
A,USD,STD,BANK,C,NKSH,2019-12-31,025481,NATIONAL BANKSHARES INC VA,634865109,0000796534,14,12,1321.8370
A,USD,STD,BANK,C,SHG,2019-12-31,025714,SHINHAN FINANCIAL GROUP LTD,824596100,0001263043,11,12,478489.2680
A,USD,STD,BANK,C,BLX,2019-12-31,025751,BLADEX INC,P16994132,0000890541,11,12,7249.6660
A,USD,STD,BANK,C,FCBC,2019-12-31,026071,FIRST CMNTY BANCSHARES INC,31983A103,0000859070,14,12,2798.8470
A,USD,STD,BANK,C,SMBK,2019-12-31,026179,SMARTFINANCIAL INC,83190L208,0001038773,11,12,2449.1230
A,USD,STD,BANK,C,EQBK,2019-12-31,026347,EQUITY BANCSHARES INC,29460X109,0001227500,11,12,3949.5780
A,USD,STD,BANK,C,SUPV,2019-12-31,026792,GRUPO SUPERVIELLE,40054A108,0001517399,11,12,2483.2630
A,USD,STD,BANK,C,MCBS,2019-12-31,027111,METROCITY BANKSHARES INC,59165J105,0001747068,14,12,1631.8580
A,USD,STD,BANK,C,BFST,2019-12-31,027235,BUSINESS FIRST BANCSHS INC,12326C105,0001624322,14,12,2273.8350
A,USD,STD,BANK,C,BPRN,2019-12-31,027345,PRINCETON BANCORP INC,74179A107,0001913971,14,12,1454.8940
A,USD,STD,BANK,C,FHB,2019-12-31,027665,FIRST HAWAIIAN INC,32051X108,0000036377,14,12,20166.7340
A,USD,STD,BANK,C,WCFB,2019-12-31,027672,WCF BANCORP INC,92940L103,0001667944,19,12,140.0210
A,USD,STD,BANK,C,FBK,2019-12-31,027871,FB FINANCIAL CORP,30257X104,0001649749,11,12,6124.9210
A,USD,STD,BANK,C,UBCP,2019-12-31,027886,UNITED BANCORP INC/OH,909911109,0000731653,14,12,685.7060
A,USD,STD,BANK,C,BANF,2019-12-31,028022,BANCFIRST CORP/OK,05945F103,0000760498,14,12,8565.7580
A,USD,STD,BANK,C,TCBK,2019-12-31,028155,TRICO BANCSHARES,896095106,0000356171,14,12,6471.1810
A,USD,STD,BANK,C,GABC,2019-12-31,028278,GERMAN AMERICAN BANCORP INC,373865104,0000714395,14,12,4397.6720
A,USD,STD,BANK,C,BCTF,2019-12-31,028525,BANCORP 34 INC,05970V106,0001668340,19,12,393.7390
A,USD,STD,BANK,C,QCRH,2019-12-31,028967,QCR HOLDINGS INC,74727A104,0000906465,14,12,4909.0500
A,USD,STD,BANK,C,FFIN,2019-12-31,029101,FIRST FINL BANKSHARES INC,32020R109,0000036029,14,12,8262.2270
A,USD,STD,BANK,C,FLG,2019-12-31,029282,FLAGSTAR BANK NA,649445400,0000910073,11,12,53640.8210
A,USD,STD,BANK,C,BBAR,2019-12-31,029286,BANCO BBVA ARGENTINA SA,058934100,0000913059,11,12,7585.3550
A,USD,STD,BANK,C,FBSI,2019-12-31,029466,FIRST BANCSHARES INC/MO,318687100,0000912967,19,12,352.5850
A,USD,STD,BANK,C,KSBI,2019-12-31,029513,KS BANCORP INC,48266R207,0000912764,19,12,403.6570
A,USD,STD,BANK,C,FMNB,2019-12-31,029855,FARMERS NATL BANC CORP/OH,309627107,0000709337,14,12,2449.1580
A,USD,STD,BANK,C,CEFC,2019-12-31,029917,COMMERCIAL NATIONAL FINL CP,202216107,0000828535,19,12,504.9390
A,USD,STD,BANK,C,BMBN,2019-12-31,029944,BENCHMARK BANKSHARES INC,08160E207,0000804563,19,12,711.8950
A,USD,STD,BANK,C,LARK,2019-12-31,029946,LANDMARK BANCORP INC/KS,51504L107,0001141688,14,12,998.4650
A,USD,STD,BANK,C,FMBH,2019-12-31,029994,FIRST MID BANCSHARES INC,320866106,0000700565,14,12,3839.4260
A,USD,STD,BANK,C,LYBC,2019-12-31,030140,LYONS BANCORP INC,552112104,0000816332,19,12,1163.6830
A,USD,STD,BANK,C,BSAC,2019-12-31,030218,BANCO SANTANDER-CHILE,05965X109,0001027552,11,12,67259.8180
A,USD,STD,BANK,C,ABCB,2019-12-31,030222,AMERIS BANCORP,03076K108,0000351569,11,12,18242.5790
A,USD,STD,BANK,C,BBD,2019-12-31,030452,BRADESCO BANCO,059460303,0001160330,11,12,338125.2850
A,USD,STD,BANK,C,KB,2019-12-31,030501,KB FINANCIAL GROUP,48241A105,0001445930,11,12,449142.1610
A,USD,STD,BANK,C,ITUB,2019-12-31,030580,ITAU UNIBANCO HLDG SA,465562106,0001132597,11,12,407370.9180
A,USD,STD,BANK,C,PNBK,2019-12-31,030647,PATRIOT NATIONAL BANCORP INC,70336F203,0001098146,14,12,979.8360
A,USD,STD,BANK,C,NWBI,2019-12-31,030932,NORTHWEST BANCSHARES INC,667340103,0001471265,14,12,10493.9080
A,USD,STD,BANK,C,DIMC,2019-12-31,031028,DIMECO INC,25432W104,0000898037,19,12,732.8830
A,USD,STD,BANK,C,STBI,2019-12-31,031218,STURGIS BANCORP INC,864087101,0001166362,19,12,473.3710
A,USD,STD,BANK,C,FMCB,2019-12-31,031358,FARMERS & MERCHANTS BANCORP,307795104,0001085913,19,12,3721.8300
A,USD,STD,BANK,C,FBTT,2019-12-31,031360,FIRST BANKERS TRUSTSHARES,31929F109,0000941473,19,12,922.5790
A,USD,STD,BANK,C,HAFC,2019-12-31,031368,HANMI FINANCIAL CORP,410495204,0001109242,14,12,5538.1840
A,USD,STD,BANK,C,JUVF,2019-12-31,031385,JUNIATA VALLEY FINANCIAL CP,482016102,0000714712,19,12,670.6320
A,USD,STD,BANK,C,BY,2019-12-31,031585,BYLINE BANCORP INC,124411109,0001702750,11,12,5521.8090
A,USD,STD,BANK,C,ESQ,2019-12-31,031606,ESQUIRE FINCL HOLD INC,29667J101,0001531031,14,12,798.0080
A,USD,STD,BANK,C,ATLO,2019-12-31,031718,AMES NATIONAL CORP,031001100,0001132651,14,12,1737.1830
A,USD,STD,BANK,C,BMRC,2019-12-31,031764,BANK OF MARIN BANCORP,063425102,0001403475,14,12,2707.2800
A,USD,STD,BANK,C,FFBW,2019-12-31,031839,FFBW INC,30260M103,0001787384,19,12,292.2180
A,USD,STD,BANK,C,BHB,2019-12-31,031895,BAR HARBOR BANKSHARES,066849100,0000743367,12,12,3669.1280
A,USD,STD,BANK,C,PDLB,2019-12-31,032253,PONCE FINANCIAL GROUP INC,732344106,0001874071,14,12,1053.7560
A,USD,STD,BANK,C,MCB,2019-12-31,032519,METROPOLITAN BANK HLDNG,591774104,0001476034,11,12,3357.5720
A,USD,STD,BANK,C,MBIN,2019-12-31,032619,MERCHANTS BANCORP,58844R108,0001629019,14,12,6371.9280
A,USD,STD,BANK,C,MRBK,2019-12-31,032665,MERIDIAN CORP,58958P104,0001750735,14,12,1150.0190
A,USD,STD,BANK,C,CLBK,2019-12-31,033056,COLUMBIA FINANCIAL INC,197914104,0002115119,14,12,8188.6940
A,USD,STD,BANK,C,BWB,2019-12-31,033131,BRIDGEWATER BANCSHARES,108621103,0001341317,14,12,2268.8300
A,USD,STD,BANK,C,OBK,2019-12-31,033459,ORIGIN BANCORP,68621T102,0001516912,11,12,5324.6260
A,USD,STD,BANK,C,AMAL,2019-12-31,033625,AMALGAMATED FINANCIAL CORP,022671101,0001823608,14,12,5325.3380
A,USD,STD,BANK,C,CCB,2019-12-31,033695,COASTAL FINANCIAL CORP,19046P209,0001437958,14,12,1128.5260
